"name","weg","age_of_death","smoothie"
"Jasmine 120184","Jarmuż",83,"FALSE"
"Winnie the Pooh 175477","Brzoskwinia",81,"TRUE"
"Alicja z Krainy Czarów 120907","Korzeń taro",74,"FALSE"
"Falcon 188426","Fasola haricot vert",109,"TRUE"
"Kermit the Frog 49124","Brzoskwinia",89,"FALSE"
"Peter Pan 104055","Szpinak",74,"TRUE"
"Walt Disney 161275","Burak",106,"FALSE"
"Leia Organa 125832","Kapusta",64,"TRUE"
"Eminem 122899","Chińska kapusta",66,"FALSE"
"Sherlock Holmes 159194","Słodka kukurydza",73,"FALSE"
"Helena 105046","Pomidor",70,"TRUE"
"DarekTakiTam 196117","Ziemniak",68,"TRUE"
"Invisible Woman 27214","Marchew",66,"FALSE"
"Barack Obama 44327","Sałata rzymska",58,"TRUE"
"Scar 181916","Endywia",44,"TRUE"
"Rogue 112253","Fasola haricot vert",54,"TRUE"
"Iron Man 59525","Papryczka chili",75,"FALSE"
"Legolas 67317","Papryczka chili",82,"TRUE"
"Drax 72516","Jicama",53,"FALSE"
"Mystique 176456","Kapusta musztardowa",100,"FALSE"
"Kristoff 158925","Rzepak",87,"TRUE"
"Król Julian 88430","Rzepak",75,"FALSE"
"Taskmaster 167825","Papryka żółta",79,"FALSE"
"Hawkeye 150635","Rabarbar",78,"FALSE"
"Jean Grey 144897","Burak",63,"TRUE"
"Indiana Jones 23617","Seler",84,"TRUE"
"Phoenix 92774","Koper włoski",99,"FALSE"
"Twjózek 184092","Orzech wodny",68,"TRUE"
"Madonna 40144","Mâche",88,"TRUE"
"C-3PO 40687","Fenkuł",60,"TRUE"
"Ghost Rider 73649","Kale",94,"FALSE"
"Notorious B.I.G. 64047","Korzeń lotosu",67,"FALSE"
"Tupac Shakur 150973","Papryka zielona",79,"TRUE"
"Okoye 3620","Marchew",90,"FALSE"
"Genie 93526","Bataty",76,"FALSE"
"War Machine 105949","Koper",68,"TRUE"
"Okoye 99231","Czosnek",80,"TRUE"
"Doctor Doom 99087","Korzeń lotosu",112,"FALSE"
"The Punisher 61883","Chayote",77,"TRUE"
"Captain America 118352","Pomidor",76,"TRUE"
"Bruce Lee 58199","Pędy bambusa",90,"FALSE"
"Magneto 23183","Fenkuł",49,"TRUE"
"Papa Smerf 131578","Czosnek",54,"TRUE"
"Leia Organa 169382","Kalarepa",73,"FALSE"
"Invisible Woman 69751","Brokuł",57,"TRUE"
"Alicja z Krainy Czarów 101658","Żółta cukinia",79,"FALSE"
"Winnie the Pooh 130924","Groch cukrowy",65,"TRUE"
"Shrek 124370","Arbuz",76,"TRUE"
"Jean Grey 173526","Seler",93,"FALSE"
"Tweety 188297","Sałata",76,"TRUE"
"Magneto 175648","Arbuz",89,"TRUE"
"Chewbacca 150662","Szpinak",78,"TRUE"
"Baron Zemo 167978","Kale",78,"FALSE"
"Po 142775","Endywia belgijska",78,"TRUE"
"Snoop Dogg 192576","Liście mniszka",96,"FALSE"
"Kuba Wojewódzki 47268","Sałata",90,"TRUE"
"Hercules 15252","Sorrel",96,"FALSE"
"Hulk 106090","Sałata rzymska",72,"FALSE"
"Harry Potter 21385","Korzeń lotosu",78,"FALSE"
"Boots 92042","Chińska kapusta",79,"TRUE"
"Darth Maul 104928","Fasola żuraw",82,"TRUE"
"Shuri 35567","Grzyb",83,"FALSE"
"Kristoff 54169","Fasola mung",79,"TRUE"
"Skeeter Valentine 146742","Radicchio",82,"TRUE"
"Bishop 21132","Lufa",69,"FALSE"
"Madonna 68497","Taro",72,"FALSE"
"Vision 189620","Kard",58,"TRUE"
"Mickey Mouse 53567","Sałata rzymska",81,"TRUE"
"Mickey Mouse 11294","Dynia kabocha",84,"FALSE"
"Batman 165758","Fasola haricot vert",71,"TRUE"
"Kang the Conqueror 133591","Seler korzeniowy",81,"FALSE"
"Colossus 2088","Arbuz",62,"FALSE"
"Drake 176670","Rabarbar",74,"FALSE"
"Cable 156768","Cress",73,"FALSE"
"Dipsy 157990","Por",76,"FALSE"
"Poseidon 158766","Fasola Lima",64,"FALSE"
"Rogue 13657","Chrzan",91,"FALSE"
"Dr Watson 135232","Grzyb",66,"TRUE"
"Storm 59323","Cebula",85,"FALSE"
"Jafar 112633","Brukselka",77,"TRUE"
"Patrick Star 1080","Ogórek",71,"FALSE"
"Howard the Duck 106456","Rzodkiew",70,"FALSE"
"Jasmine 114653","Kale",55,"FALSE"
"Struś Pędziwiatr 149981","Zucchini",82,"TRUE"
"Czerwony Kapturek 192883","Rabarbar",61,"TRUE"
"Groot 161028","Brokuł",87,"FALSE"
"Nightcrawler 5150","Koper",74,"TRUE"
"Tommy Pickles 158750","Korzeń taro",64,"FALSE"
"Diego 56175","Ogórek melona",96,"FALSE"
"Dora the Explorer 100519","Seler",87,"TRUE"
"Juggernaut 172273","Burak",83,"FALSE"
"James Bond 152173","Bataty",56,"TRUE"
"Batman 17558","Burak liściowy",59,"FALSE"
"Charlie Chaplin 154173","Kukurydza",93,"TRUE"
"Franklin Richards 13819","Szpinak",66,"FALSE"
"Jasmine 77582","Fasola adzuki",101,"FALSE"
"Bishop 123267","Ziemniak",57,"TRUE"
"Blade 30445","Kalarepa",100,"TRUE"
"Struś Pędziwiatr 77350","Chayote",64,"FALSE"
"Captain America 62046","Cykoria",76,"FALSE"
"Johnny Depp 15233","Cykoria",112,"TRUE"
"She-Hulk 114393","Dynia kabocha",68,"TRUE"
"Sandy Cheeks 52163","Fasola gołębia",92,"TRUE"
"Patrick Star 168","Rzodkiew daikon",45,"TRUE"
"Stan Laurel 25663","Czosnek",65,"TRUE"
"Gollum 110545","Ogórek",73,"FALSE"
"Juggernaut 150993","Groch cukrowy",62,"TRUE"
"Hades 170882","Orzech wodny",75,"FALSE"
"Jessica Jones 118250","Cykoria",84,"FALSE"
"Franklin Richards 164460","Cress",63,"TRUE"
"Doug Funnie 43243","Kalarepa",79,"TRUE"
"Notorious B.I.G. 71455","Wodna cress",68,"FALSE"
"She-Hulk 77501","Imbir",72,"FALSE"
"Po 177729","Szparagi",87,"FALSE"
"Baron Zemo 118443","Taro",70,"TRUE"
"Victor Von Doom 59613","Cykoria",63,"FALSE"
"Luke Skywalker 133762","Papryka zielona",96,"TRUE"
"Eminem 96966","Arbuz",78,"FALSE"
"Drax 47573","Zucchini",72,"TRUE"
"Bilbo Baggins 107821","Ogórek melona",71,"TRUE"
"Phoenix 46129","Lufa",68,"TRUE"
"Bugs Bunny 25740","Ziemniak",75,"FALSE"
"Angelica Pickles 30801","Kolendra",76,"FALSE"
"Winter Soldier 123472","Portulaka",82,"TRUE"
"Shuri 73990","Sól morska",80,"TRUE"
"Blues Clues 122117","Liście mniszka",84,"TRUE"
"Wolverine 63866","Kalafior",88,"FALSE"
"Juggernaut 75683","Dynia kabocha",85,"TRUE"
"Aladyn 35454","Imbir",71,"FALSE"
"Human Torch 97094","Sól morska",75,"FALSE"
"Cable 42448","Koper",76,"TRUE"
"Bishop 119716","Lufa",83,"FALSE"
"Phoenix 67288","Sorrel",77,"TRUE"
"Domino 44989","Papryczka chili",81,"FALSE"
"Eminem 58020","Taro",83,"TRUE"
"Star-Lord 7254","Groch czarnooki",93,"FALSE"
"Nightcrawler 173710","Cykoria",109,"TRUE"
"Black Widow 177786","Cukier trzcinowy",74,"FALSE"
"Kang the Conqueror 35160","Portulaka",78,"FALSE"
"Wasp 85290","Jabłko",78,"FALSE"
"Legolas 125833","Portulaka",79,"TRUE"
"Xavier 156020","Pędy groszku",61,"TRUE"
"Phoenix 39322","Por",88,"FALSE"
"Hercules 170939","Wodna cress",71,"FALSE"
"Mr. Krabs 74735","Lufa",61,"FALSE"
"Zeus 131341","Grzyb",71,"FALSE"
"Mickey Mouse 86767","Pasternak",65,"FALSE"
"Laa-Laa 112548","Groch czarnooki",87,"TRUE"
"Tom and Jerry 117658","Kalafior",83,"TRUE"
"Psylocke 124694","Kolendra",87,"TRUE"
"Jafar 193825","Jarmuż",80,"FALSE"
"Psylocke 91127","Groch cukrowy",95,"FALSE"
"C-3PO 142218","Słodka kukurydza",65,"TRUE"
"Leia Organa 137752","Wodna cress",92,"FALSE"
"Winter Soldier 103897","Seler",68,"FALSE"
"Omega Red 65214","Fasola gołębia",100,"TRUE"
"Diego 9697","Ogórek",73,"FALSE"
"Marilyn Monroe 190093","Burak liściowy",66,"FALSE"
"Madonna 172287","Kolendra",66,"FALSE"
"Simba 111100","Kalafior",88,"TRUE"
"Sauron 20506","Pędy bambusa",72,"TRUE"
"R2-D2 60166","Burak",62,"TRUE"
"Mr. Fantastic 77105","Por",65,"TRUE"
"Xavier 103108","Sałata",79,"TRUE"
"Bruce Lee 66734","Groch czarnooki",80,"TRUE"
"Frodo Baggins 118782","Por",70,"TRUE"
"Steve 184000","Sałata",65,"TRUE"
"Hulk 109045","Bazylia tajska",80,"TRUE"
"Bilbo Baggins 169112","Chińska kapusta",79,"FALSE"
"Winter Soldier 61","Czosnek",63,"FALSE"
"SpongeBob SquarePants 78720","Kalafior",91,"TRUE"
"Thor 2315","Sałata",74,"FALSE"
"Po 130546","Zucchini",59,"FALSE"
"Jasmine 197029","Mniszek lekarski",58,"TRUE"
"Hulk 171760","Rukola",65,"FALSE"
"Jar Jar Binks 14917","Papryczka chili",61,"TRUE"
"Black Panther 146600","Korzeń taro",71,"TRUE"
"Gollum 44415","Kale",96,"TRUE"
"Invisible Woman 167931","Bazylia tajska",85,"FALSE"
"Shrek 102023","Jarmuż",59,"TRUE"
"Nick Fury 184255","Lufa",75,"TRUE"
"Bruce Lee 96467","Sałata",89,"FALSE"
"Diego 46732","Fasola mung",75,"FALSE"
"Laa-Laa 24979","Cukier trzcinowy",102,"FALSE"
"Quicksilver 107525","Fasola adzuki",75,"TRUE"
"Kang the Conqueror 78920","Rzodkiew",65,"TRUE"
"Ghost Rider 188937","Koper włoski",70,"TRUE"
"Bruce Lee 63708","Bazylia tajska",80,"FALSE"
"Vision 44138","Rzodkiew",55,"FALSE"
"Rocket Raccoon 27652","Wodna cress",85,"FALSE"
"Gandalf 25008","Chińska kapusta",80,"TRUE"
"Domino 136854","Kolendra",51,"FALSE"
"Baron Zemo 184084","Zucchini",80,"FALSE"
"Walt Disney 95243","Fasola haricot vert",89,"TRUE"
"Marilyn Monroe 1433","Fasola Lima",90,"FALSE"
"Indiana Jones 45212","Kalafior",50,"TRUE"
"Marta Żmuda-Trzebiatowska 100581","Kiełki fasoli",88,"TRUE"
"Domino 151553","Papryka zielona",71,"FALSE"
"Doctor Doom 67912","Cress",70,"TRUE"
"Psylocke 184977","Fasola mung",71,"FALSE"
"Gandalf 182389","Brokuł",64,"FALSE"
"Elvis Presley 75790","Papryka",88,"TRUE"
"Iron Fist 40904","Fasola żuraw",79,"TRUE"
"Franklin Richards 53269","Seler korzeniowy",77,"FALSE"
"Sauron 47852","Groch cukrowy",63,"TRUE"
"Tupac Shakur 114436","Mâche",71,"TRUE"
"Mickey Mouse 196745","Marchew",95,"TRUE"
"Oliver Hardy 93209","Taro",92,"TRUE"
"Indiana Jones 66224","Burak liściowy",86,"TRUE"
"Sven 62393","Papryka",81,"FALSE"
"Scar 59762","Fasola Lima",75,"TRUE"
"Black Panther 189197","Chińska kapusta",78,"FALSE"
"Juliusz Słowacki 89512","Fasola Lima",77,"TRUE"
"Sylvester 141680","Brukselka",50,"TRUE"
"Victor Von Doom 154425","Groch cukrowy",71,"FALSE"
"Tom and Jerry 76161","Rzodkiew",83,"FALSE"
"Legolas 24526","Cykoria",71,"FALSE"
"Taskmaster 155847","Żółta cukinia",74,"TRUE"
"Tom and Jerry 134889","Pędy groszku",77,"TRUE"
"Ursula 34845","Groch czarnooki",61,"TRUE"
"Anna 27987","Endywia",84,"TRUE"
"Madonna 130969","Fasola haricot vert",56,"TRUE"
"Swiper 100637","Dynia kabocha",77,"TRUE"
"Phoenix 167677","Pasternak",60,"FALSE"
"Rapunzel 163633","Zucchini",99,"FALSE"
"Doug Funnie 182871","Zucchini",85,"FALSE"
"Jafar 140615","Żółta cukinia",67,"FALSE"
"Fryderyk Chopin 8805","Małe marchewki",84,"FALSE"
"Rocket Raccoon 20897","Banan",62,"TRUE"
"Kuba Wojewódzki 190131","Chayote",71,"FALSE"
"Moana 55926","Chińska kapusta",62,"FALSE"
"Adam Mickiewicz 189958","Fasola zwykła",67,"FALSE"
"Pablo Escabar 25660","Rukiew wodna",64,"FALSE"
"Ghost Rider 135628","Rukiew wodna",64,"FALSE"
"Moana 73129","Czosnek",80,"FALSE"
"Black Widow 187660","Pietruszka",75,"FALSE"
"Harry Potter 122595","Fasola adzuki",73,"TRUE"
"War Machine 177968","Seler korzeniowy",95,"FALSE"
"Nightcrawler 176429","Koper",81,"TRUE"
"Groot 188030","Karczoch",78,"FALSE"
"Sandy Cheeks 20141","Fasola Lima",84,"FALSE"
"Czerwony Kapturek 99808","Arbuz",77,"FALSE"
"Genie 14495","Rzepak",55,"TRUE"
"Adam Mickiewicz 137588","Cukinia",65,"TRUE"
"Czerwony Kapturek 1908","Burak",80,"TRUE"
"Bruce Lee 195682","Słodka kukurydza",76,"FALSE"
"Jafar 102884","Kale",97,"TRUE"
"Hercules 89335","Koper włoski",71,"TRUE"
"Ultron 15903","Melon",60,"FALSE"
"Magneto 199463","Papryka czerwona",72,"FALSE"
"Myszka Miki 137718","Rukola",76,"FALSE"
"Simba 8399","Bazylia tajska",63,"TRUE"
"Vision 40510","Sorrel",80,"FALSE"
"Juggernaut 12776","Fasola zwykła",67,"FALSE"
"Winter Soldier 76771","Rukola",48,"TRUE"
"Dipsy 198452","Chińska kapusta",65,"FALSE"
"Zeus 108063","Fasola adzuki",87,"FALSE"
"Robin Hood 131336","Karczoch",93,"TRUE"
"Kuba Wojewódzki 80054","Papryka zielona",80,"TRUE"
"Jessica Jones 99515","Kapusta musztardowa",91,"TRUE"
"Deadpool 102308","Kale",92,"FALSE"
"Doctor Strange 171916","Brzoskwinia",77,"FALSE"
"Lady Deathstrike 31885","Dynia kabocha",76,"TRUE"
"Shrek 113698","Rzodkiew daikon",74,"FALSE"
"Sauron 190972","Żółta cukinia",60,"TRUE"
"Joker 130061","Radicchio",97,"FALSE"
"Patrick Star 75455","Kapusta",81,"FALSE"
"Koziołek Matołek 5414","Endywia",98,"FALSE"
"Myszka Miki 129193","Karczoch",86,"FALSE"
"Król Julian 62746","Pędy bambusa",93,"TRUE"
"Asterix 2987","Kard",85,"FALSE"
"Boots 162647","Lufa",42,"FALSE"
"Tommy Pickles 65789","Groch czarnooki",66,"FALSE"
"Ursula 13712","Kukurydza",96,"TRUE"
"Ultron 165433","Żółta cukinia",79,"FALSE"
"Stan Laurel 136593","Seler",54,"TRUE"
"Phoenix 18147","Cukier trzcinowy",75,"FALSE"
"Twjózek 189370","Kard",78,"TRUE"
"Pablo Escabar 173020","Rzodkiew daikon",79,"TRUE"
"Bilbo Baggins 62070","Lufa",87,"FALSE"
"Magenta 139680","Rzodkiew",88,"FALSE"
"Sabretooth 131675","Marchew",76,"TRUE"
"Sauron 50339","Fasola haricot vert",75,"TRUE"
"Mr. Fantastic 14805","Kukurydza",61,"TRUE"
"Psylocke 91366","Jabłko",66,"TRUE"
"Dora the Explorer 175905","Rzepak",86,"FALSE"
"Elsa 100683","Marchew",108,"FALSE"
"Phoenix 25866","Sól morska",65,"FALSE"
"R2-D2 49004","Kalarepa",73,"FALSE"
"Notorious B.I.G. 94949","Imbir",71,"TRUE"
"Cable 34427","Bataty",91,"FALSE"
"Fryderyk Chopin 171535","Fasola adzuki",77,"TRUE"
"Scarlet Witch 118508","Papryczka chili",77,"TRUE"
"Joker 168348","Wodna cress",79,"TRUE"
"Elsa 95229","Chińska kapusta",75,"FALSE"
"Peter Pan 150956","Kiełki fasoli",99,"FALSE"
"The Punisher 40284","Małe marchewki",71,"FALSE"
"Walt Disney 22850","Rzepak",60,"TRUE"
"Kang the Conqueror 42593","Fasola Lima",58,"TRUE"
"Lara Croft 127993","Taro",84,"FALSE"
"Wolverine 71896","Bakłażan",104,"TRUE"
"Tom and Jerry 46934","Taro",91,"TRUE"
"Sylvester 125347","Kiełki fasoli",66,"FALSE"
"Myszka Miki 35763","Seler korzeniowy",70,"FALSE"
"Alicja z Krainy Czarów 160952","Seler",70,"TRUE"
"Invisible Woman 136825","Koper",87,"FALSE"
"Lara Croft 141068","Mâche",85,"TRUE"
"Batman 174567","Zucchini",81,"FALSE"
"Hades 26928","Fasola haricot vert",93,"FALSE"
"Thanos 71748","Chayote",66,"FALSE"
"Franklin Richards 97724","Banan",55,"TRUE"
"Nick Fury 193578","Rukola",75,"TRUE"
"Bilbo Baggins 4067","Pędy groszku",95,"TRUE"
"Maria 116976","Cress",77,"TRUE"
"Phoenix 154930","Kiełki fasoli",73,"TRUE"
"Daredevil 84195","Korzeń taro",69,"TRUE"
"Rogue 64747","Taro",71,"TRUE"
"Babcia Ela 11872","Bakłażan",66,"FALSE"
"Wolverine 44060","Żółta cukinia",79,"FALSE"
"Genie 104311","Burak liściowy",52,"FALSE"
"Hulk 175860","Rukola",70,"TRUE"
"Oliver Hardy 21776","Cykoria",73,"TRUE"
"Groot 151670","Papryczka chili",48,"TRUE"
"Mr. Krabs 45302","Groch cukrowy",61,"FALSE"
"Red Skull 157635","Cebula dymka",88,"FALSE"
"Psylocke 86282","Seler korzeniowy",71,"TRUE"
"Star-Lord 77202","Pomidor",93,"FALSE"
"Ursula 131576","Karczoch",87,"FALSE"
"Black Panther 12916","Rzodkiew daikon",83,"TRUE"
"Sauron 30805","Rzodkiew daikon",95,"TRUE"
"The Thing 37278","Papryka zielona",107,"TRUE"
"Indiana Jones 68958","Pędy bambusa",92,"TRUE"
"Koziołek Matołek 39770","Pietruszka",72,"FALSE"
"Joker 108907","Melon",71,"FALSE"
"Chuckie Finster 2096","Słodka kukurydza",64,"TRUE"
"Leia Organa 75638","Dynia kabocha",94,"FALSE"
"DarekTakiTam 144703","Karczoch",85,"TRUE"
"The Punisher 49323","Portulaka",77,"FALSE"
"Scar 166228","Kapusta musztardowa",72,"FALSE"
"Magneto 96271","Por",74,"TRUE"
"Apocalypse 107060","Radicchio",102,"FALSE"
"Shuri 30904","Por",81,"FALSE"
"Rapunzel 174406","Korzeń lotosu",62,"TRUE"
"Leia Organa 122044","Kalarepa",74,"FALSE"
"Asterix 179125","Fasola mung",76,"TRUE"
"Leia Organa 16723","Papryka czerwona",81,"FALSE"
"Patrick Star 51180","Brzoskwinia",93,"TRUE"
"Gollum 3868","Pietruszka",97,"FALSE"
"War Machine 64179","Grzyb",34,"TRUE"
"Jasmine 14714","Fasola haricot vert",79,"TRUE"
"Erik Killmonger 33206","Kapusta napa",75,"FALSE"
"Sauron 51074","Czosnek",52,"FALSE"
"Chewbacca 20624","Bazylia tajska",72,"TRUE"
"The Punisher 159242","Żółta cukinia",81,"TRUE"
"Notorious B.I.G. 163382","Kapusta napa",74,"FALSE"
"Scarlet Witch 40919","Papryka czerwona",69,"TRUE"
"Swiper 162143","Seler korzeniowy",65,"FALSE"
"Deadpool 120102","Żółta cukinia",65,"TRUE"
"Jafar 28100","Kapusta musztardowa",83,"TRUE"
"Jafar 132200","Kale",88,"FALSE"
"Alicja z Krainy Czarów 103907","Rzepak",67,"TRUE"
"Luke Cage 127944","Ogórek melona",71,"TRUE"
"War Machine 129313","Kalarepa",69,"FALSE"
"Hades 11727","Burak liściowy",82,"FALSE"
"Galactus 114900","Papryka czerwona",54,"FALSE"
"Deadpool 172121","Kapusta napa",74,"TRUE"
"Spiderman 58105","Rzepak",71,"FALSE"
"Drake 102672","Cukier trzcinowy",76,"FALSE"
"Kang the Conqueror 53998","Endywia belgijska",70,"TRUE"
"Falcon 108083","Mniszek lekarski",83,"TRUE"
"War Machine 52007","Rzodkiew",64,"FALSE"
"Marta Żmuda-Trzebiatowska 73647","Szczypiorek",90,"FALSE"
"Sabretooth 35907","Papryka",62,"FALSE"
"Obelix 57181","Mniszek lekarski",71,"FALSE"
"Rogue 187487","Trawa cytrynowa",71,"FALSE"
"Barack Obama 394","Kard",83,"TRUE"
"Squidward Tentacles 83683","Fasola żuraw",67,"TRUE"
"Sylvester 114345","Rzepak",71,"FALSE"
"Star-Lord 185520","Trawa cytrynowa",75,"FALSE"
"Bruce Lee 7559","Bakłażan",109,"FALSE"
"Howard the Duck 176546","Grzyb",82,"FALSE"
"Kubuś Puchatek 107653","Kalafior",77,"FALSE"
"Charlie Chaplin 108699","Portulaka",111,"FALSE"
"Hawkeye 154789","Cebula dymka",72,"FALSE"
"Aladyn 129785","Radicchio",64,"FALSE"
"The Punisher 99623","Burak liściowy",66,"TRUE"
"Kubuś Puchatek 32303","Kapusta napa",84,"FALSE"
"Doug Funnie 72906","Pomidor",99,"TRUE"
"Fryderyk Chopin 31572","Fasola haricot vert",72,"FALSE"
"Obelix 38529","Brukselka",74,"FALSE"
"Beast 87693","Kalarepa",79,"TRUE"
"Shuri 190581","Fasola mung",93,"TRUE"
"Apocalypse 36702","Rzepak",89,"TRUE"
"Alicja z Krainy Czarów 55539","Kapusta",80,"TRUE"
"Thor 159410","Zucchini",85,"FALSE"
"Black Panther 185336","Fasola mung",77,"TRUE"
"Domino 104852","Zucchini",86,"FALSE"
"Marilyn Monroe 84618","Papryka żółta",48,"TRUE"
"Phoenix 93414","Rabarbar",82,"TRUE"
"Joker 82675","Papryka",66,"FALSE"
"Papa Smerf 177317","Fasola mung",42,"FALSE"
"Aladyn 198680","Fasola gołębia",58,"FALSE"
"Phoenix 72667","Portulaka",78,"FALSE"
"Angelica Pickles 54127","Fasola zwykła",93,"FALSE"
"Marta Żmuda-Trzebiatowska 143434","Sałata",52,"TRUE"
"C-3PO 113423","Kapusta",53,"FALSE"
"Omega Red 10889","Szpinak",79,"FALSE"
"Kubuś Puchatek 46493","Kapusta musztardowa",89,"FALSE"
"Bishop 164769","Chayote",101,"TRUE"
"Wasp 152591","Fasola haricot vert",64,"TRUE"
"Marilyn Monroe 109682","Wodna cress",51,"FALSE"
"Apocalypse 137436","Sałata",81,"TRUE"
"Daffy Duck 108332","Chayote",87,"FALSE"
"Okoye 128452","Bataty",63,"FALSE"
"Królewna Śnieżka 127195","Seler",88,"FALSE"
"Oliver Hardy 24068","Radicchio",81,"FALSE"
"Apocalypse 147953","Czosnek",68,"FALSE"
"Maria 182974","Melon",80,"TRUE"
"Babcia Ela 36169","Banan",77,"TRUE"
"Bilbo Baggins 31179","Kapusta",65,"FALSE"
"Eminem 40837","Groch cukrowy",93,"TRUE"
"Jean Grey 104849","Portulaka",86,"FALSE"
"Apocalypse 154778","Kolendra",76,"TRUE"
"Omega Red 158797","Korzeń lotosu",57,"FALSE"
"Oliver Hardy 125381","Koper",82,"TRUE"
"Swiper 148455","Pietruszka",80,"TRUE"
"Chewbacca 1326","Rzodkiew daikon",57,"FALSE"
"Winnie the Pooh 77586","Ziemniak",83,"TRUE"
"Xavier 53991","Bakłażan",50,"TRUE"
"Bruce Lee 173889","Szparagi",90,"TRUE"
"Koziołek Matołek 55319","Brokuł",47,"TRUE"
"Goofy 34804","Groch cukrowy",64,"TRUE"
"Aladyn 94320","Lufa",70,"FALSE"
"Franklin Richards 52525","Słodka kukurydza",58,"FALSE"
"Gandalf 116771","Fasola mung",63,"FALSE"
"SpongeBob SquarePants 171402","Ziemniak",69,"FALSE"
"Boots 72689","Sałata rzymska",63,"TRUE"
"Chuckie Finster 132970","Orzech wodny",93,"TRUE"
"Chewbacca 157589","Mniszek lekarski",83,"TRUE"
"Bob Budowniczy 199001","Fasola mung",90,"FALSE"
"War Machine 54221","Cukinia",75,"FALSE"
"Lara Croft 37428","Burak liściowy",82,"TRUE"
"Robin Hood 32315","Szparagi",59,"FALSE"
"Madonna 98658","Fasola Lima",82,"FALSE"
"Hades 73295","Pietruszka",56,"TRUE"
"Quicksilver 10737","Liście mniszka",79,"TRUE"
"Marilyn Monroe 463","Fasola gołębia",64,"FALSE"
"Angelica Pickles 53123","Korzeń taro",70,"TRUE"
"Dora the Explorer 33494","Chayote",58,"TRUE"
"Galactus 166443","Fasola żuraw",65,"TRUE"
"DarekTakiTam 120071","Dynia kabocha",73,"TRUE"
"Adam Mickiewicz 47937","Melon",60,"FALSE"
"Valeria Richards 35526","Tymianek",81,"FALSE"
"Jar Jar Binks 144700","Bazylia tajska",75,"TRUE"
"Red Skull 163137","Karczoch",82,"TRUE"
"Doctor Strange 181697","Cebula dymka",80,"TRUE"
"Robert Lewandowski 156154","Jabłko",93,"TRUE"
"Captain America 136801","Rukiew wodna",90,"TRUE"
"Mr. Krabs 123113","Cebula",98,"TRUE"
"Black Widow 44610","Dynia kabocha",93,"FALSE"
"Magenta 34047","Pędy bambusa",60,"TRUE"
"Indiana Jones 35076","Koper włoski",69,"FALSE"
"Boots 145528","Bazylia tajska",64,"FALSE"
"Winnie the Pooh 90822","Rabarbar",92,"FALSE"
"The Thing 29383","Czosnek",79,"FALSE"
"Joker 89280","Korzeń taro",49,"TRUE"
"Skeeter Valentine 14349","Seler",88,"TRUE"
"Anna 38820","Rzepak",84,"TRUE"
"Skeeter Valentine 100287","Kiełki fasoli",68,"TRUE"
"Storm 197914","Brokuł",83,"FALSE"
"Thanos 85471","Mâche",68,"TRUE"
"Mickey Mouse 21813","Endywia belgijska",103,"TRUE"
"Phoenix 195485","Pędy bambusa",79,"TRUE"
"Okoye 187779","Ogórek",70,"TRUE"
"Cyclops 181614","Sól morska",80,"FALSE"
"SpongeBob SquarePants 191800","Rukola",97,"FALSE"
"Phoenix 144917","Marchew",72,"TRUE"
"Mr. Fantastic 76926","Mniszek lekarski",87,"TRUE"
"Shrek 68374","Korzeń lotosu",77,"FALSE"
"SpongeBob SquarePants 167556","Kukurydza",62,"FALSE"
"Peter Pan 252","Groch cukrowy",57,"TRUE"
"Kubuś Puchatek 31944","Fasolka szparagowa",79,"FALSE"
"Dr Watson 194159","Pędy bambusa",83,"FALSE"
"Skeeter Valentine 114187","Brokuł",65,"TRUE"
"Ariel 113880","Kard",64,"FALSE"
"Patrick Star 103766","Cebula",67,"TRUE"
"Cezary Pazura 166828","Banan",74,"TRUE"
"SpongeBob SquarePants 58610","Mniszek lekarski",88,"FALSE"
"Helena 85882","Melon",72,"TRUE"
"Laa-Laa 138420","Fasola zwykła",78,"FALSE"
"Czerwony Kapturek 136019","Papryczka chili",80,"FALSE"
"Doug Funnie 131627","Kapusta napa",93,"TRUE"
"Howard the Duck 126005","Brokuł",82,"FALSE"
"Po 98490","Szpinak",56,"FALSE"
"Mr. Krabs 117856","Żółta cukinia",69,"FALSE"
"Valeria Richards 110890","Brokuł",94,"TRUE"
"Moana 104544","Kapusta musztardowa",67,"TRUE"
"Hercules 191884","Papryka zielona",100,"FALSE"
"Gollum 56852","Papryka",75,"FALSE"
"Boots 75467","Chayote",59,"FALSE"
"James Bond 189541","Kiełki fasoli",68,"FALSE"
"Sauron 121557","Grzyb",70,"TRUE"
"Kojot Wile E. 191150","Szpinak",78,"FALSE"
"Czerwony Kapturek 186667","Fasola haricot vert",79,"TRUE"
"Joker 146763","Papryka żółta",80,"TRUE"
"Thanos 122861","Kale",114,"TRUE"
"Luke Skywalker 26204","Szpinak",89,"TRUE"
"The Vision 31318","Bakłażan",52,"FALSE"
"Doctor Strange 132354","Kukurydza",88,"FALSE"
"Xavier 7787","Fasola Lima",86,"TRUE"
"Gollum 74718","Korzeń taro",76,"FALSE"
"Thanos 98371","Trawa cytrynowa",59,"TRUE"
"Marta Żmuda-Trzebiatowska 118774","Endywia belgijska",71,"TRUE"
"Domino 106199","Marchew",79,"FALSE"
"Gollum 159163","Groch cukrowy",39,"FALSE"
"Joker 37216","Rabarbar",70,"TRUE"
"Jar Jar Binks 133318","Brzoskwinia",87,"TRUE"
